credit_score,age,anciennete_ans,solde,nb_produits,carte_credit,membre_actif,salaire_annuel,pays,sexe,churn
396,25,2,57919.63938274025,2,1,1,78668.72887167064,Espagne,F,0
364,49,19,63250.497088672426,4,1,1,41841.763958302756,Allemagne,F,0
531,37,1,113497.55118866876,4,0,1,59637.89987363077,France,F,0
592,24,0,52459.3492166562,3,1,0,76576.32311166484,Espagne,F,1
336,74,8,81908.42621232301,3,0,0,77649.62417231961,Espagne,F,1
421,48,0,48924.12566847382,3,0,1,31805.5813791353,Espagne,H,1
459,42,10,28180.32394223872,3,1,1,46511.120410084375,France,F,0
843,56,4,44011.7277489928,4,1,1,71023.02486722334,Espagne,F,0
459,38,0,125460.45244948442,4,1,0,14889.543709002144,Espagne,F,1
802,74,12,29598.52368775676,3,1,1,15351.750585677539,Espagne,F,0
550,46,15,26981.816240962857,1,0,1,34983.76090843443,Espagne,F,0
731,28,17,21303.998145473677,4,1,0,89470.22038638347,France,H,0
483,46,2,75753.80785280667,3,1,0,63286.221253784046,Espagne,F,1
798,19,16,26918.07973877858,2,0,0,47634.276808212584,Allemagne,F,0
827,25,19,90531.69760052388,2,1,0,41897.77715713841,France,F,1
322,66,14,101390.74413031418,3,1,0,57313.95901495341,Allemagne,H,1
310,63,5,17951.631734827373,1,0,0,63786.16497932969,Allemagne,H,1
626,23,16,28066.28120333823,3,0,1,28300.250977605112,France,F,0
406,56,18,338.34607073164807,3,1,0,31034.319754198666,France,H,1
592,42,4,66048.03817263374,4,1,1,39215.904395048965,Allemagne,H,0
742,51,3,84813.98497743132,2,1,1,31983.70735058725,France,F,0
355,59,18,28220.14753012847,3,0,0,77898.02387954219,Espagne,H,1
315,45,7,65208.36637853482,2,0,0,18952.221038401156,France,F,1
810,54,5,10908.743679988234,3,1,0,27940.279946212213,France,H,1
684,69,12,72121.45260170654,4,0,1,78361.05756365105,Allemagne,F,0
610,49,15,28340.021838696335,3,1,0,55859.321611924825,France,H,1
517,52,2,80607.61251781495,3,1,0,70873.65791516264,Allemagne,F,1
561,54,4,53385.36077259814,3,0,0,89126.16383249234,France,H,1
473,33,7,98305.1939096612,2,0,1,26499.832613231283,France,F,0
549,70,15,72849.5237795271,2,0,1,32363.787064768203,Allemagne,H,0
486,40,16,50271.04771666089,2,1,0,79072.73927909495,France,H,1
572,53,12,90356.7354502758,4,1,1,62776.68860156042,Allemagne,H,0
717,49,6,72056.47847431093,4,1,0,56077.890833422,France,H,0
843,65,19,60668.87762307511,1,0,0,31220.524006788917,France,F,1
343,58,8,132021.17094801273,3,0,0,62805.02782972508,France,H,1
415,74,17,43073.37976539221,3,0,1,55263.599227505256,France,F,1
555,33,1,45974.29068331591,4,0,1,36909.588795218355,France,H,0
590,54,10,52598.98205861557,1,1,1,8335.907469553502,Espagne,H,0
735,70,4,14818.664859761222,2,1,1,26450.379274295312,France,H,0
735,66,10,41885.21448028613,1,1,1,61788.05401363398,Espagne,F,1
496,57,4,23732.598675929097,1,1,1,65051.97907174918,France,H,1
600,63,18,29653.326035840724,1,1,0,57570.28852693061,France,H,1
759,51,17,77850.95255045732,3,0,0,44620.869193694816,France,F,1
832,37,3,107784.16043096839,3,0,0,22229.119700212083,France,H,1
842,20,8,55162.089998672156,4,0,1,54897.27253278899,Espagne,H,0
485,61,13,105472.25992354794,2,0,0,73414.97065811181,France,F,1
810,28,1,15216.939789892647,4,0,1,30356.000649151803,France,F,0
732,61,13,30188.622595432636,2,1,0,63658.40792495018,Allemagne,H,1
522,21,17,37268.782894220014,2,1,1,28940.78620832685,Allemagne,H,0
325,52,6,46386.43833950288,4,1,1,36727.10644738683,Allemagne,H,0
330,60,3,12809.417783945348,1,0,0,40794.54744207607,France,H,1
789,43,18,8695.853649110737,4,1,0,26816.073122287333,France,H,1
752,48,19,130317.46948182082,2,0,1,56406.80969033406,France,F,0
356,34,5,36653.86226786069,1,0,1,24149.804500012287,Allemagne,F,1
630,32,11,11073.645598128016,2,1,0,14241.34446296085,France,H,1
771,52,0,1567.340700255394,3,1,1,66622.4617866247,France,H,0
830,55,13,37753.33127184886,2,0,1,47296.406152564894,Espagne,H,0
401,24,11,101142.61845972357,1,1,0,49362.82789229884,Allemagne,F,1
364,25,3,55309.16282834095,1,1,0,3286.834642810165,France,F,1
368,47,19,71007.51001282204,3,1,0,70360.8816571105,France,F,1
339,39,11,72688.72597780946,2,0,1,51269.23270164073,France,F,0
741,26,15,87758.20805684521,4,1,0,67516.9655419153,France,F,0
674,52,19,89200.57595431159,3,0,1,44704.29951204479,France,H,0
495,62,18,70256.9740709635,2,1,0,27788.81988253435,France,H,1
733,73,19,68781.0655940622,3,0,0,72133.06886839683,France,F,1
410,34,10,62433.29196635641,3,1,1,55555.79542088649,France,F,0
402,22,7,15836.24519517921,1,1,1,77278.75196939637,Espagne,H,1
315,26,6,49733.06488504388,2,0,1,61348.92185330123,France,F,0
319,50,8,50382.57394310609,1,1,1,86285.35117151075,France,F,1
794,30,14,78156.53133239593,2,1,0,45869.31950758092,Espagne,H,1
409,73,8,109275.45079584472,2,1,1,44228.93993230526,Allemagne,H,1
637,28,10,67518.63541154792,4,0,0,50128.970632021126,Allemagne,F,1
583,62,9,48991.56886013418,4,0,1,28423.688619494762,Allemagne,H,0
646,30,11,20286.457921503476,3,1,0,64338.31339552383,France,H,1
529,24,14,21549.067192474984,3,1,1,82184.79191246723,Espagne,F,0
571,68,14,63769.47904820344,2,0,1,43922.66520145613,France,F,0
507,32,9,63959.09845636701,3,1,1,24984.7011421937,France,F,0
561,47,2,49743.310964830845,1,1,0,15185.449168146435,France,F,1
639,44,9,44884.5366466718,1,0,1,64069.2797203607,Allemagne,F,0
749,49,16,124141.8531440458,4,0,0,53474.838484899825,France,F,0
451,34,14,41236.70656805557,1,1,1,46065.89227186948,Allemagne,F,1
441,51,13,54574.592434153084,4,0,1,42443.17046260323,Espagne,F,0
571,37,13,42166.75732998687,2,1,0,75923.40160748208,France,F,1
487,30,16,91338.92158173407,4,0,1,96396.32922420846,France,H,0
500,23,11,57452.958331293776,3,0,0,33027.06037908868,Espagne,F,1
535,32,17,48957.4601992315,1,0,1,49950.08707701039,France,H,0
445,25,11,70642.43875007398,4,1,0,46886.366584208125,Allemagne,F,1
757,43,2,66244.92063996401,3,0,1,63912.69313711134,France,H,0
843,64,19,38044.25149010822,1,1,1,49249.01511676092,France,H,1
659,32,11,11995.428916600315,1,1,1,64016.309665618544,Allemagne,H,0
795,24,1,56069.277270776554,1,1,0,22436.20136152096,Espagne,H,1
430,35,12,63676.0481902526,4,1,0,86478.70297105705,France,F,1
510,56,15,28473.0006796365,2,0,0,29272.871004387205,Espagne,H,1
758,74,8,8650.522926428253,3,0,1,67584.94580441993,Espagne,F,0
529,21,1,84989.4154434186,4,0,0,42836.220756744595,Espagne,H,1
646,73,12,102352.59173032356,3,1,0,67817.33987153467,Allemagne,H,1
428,58,3,91748.14378718038,1,0,1,55644.62860053899,France,F,1
834,73,3,106776.38791672449,3,0,1,38284.43475299343,Allemagne,H,0
793,42,18,22047.995201608086,1,1,0,57715.82721876924,France,F,1
588,32,7,30515.403837020283,4,0,1,84149.42586532517,France,F,0
421,44,19,132175.85389254167,2,0,1,16971.67320560258,Allemagne,F,0
821,71,17,36561.9738138575,1,0,1,75137.63089022458,France,F,0
573,67,8,70855.58264481112,1,0,0,57433.3289033262,France,F,1
842,67,0,52634.86337261635,1,1,0,35918.79576861518,Espagne,H,1
433,66,9,75760.6679866102,2,0,0,25864.457112324315,France,H,1
497,53,5,51643.38192633683,1,0,0,28669.565179519355,Allemagne,H,1
398,31,5,32056.42016687341,4,1,1,54170.99881784255,France,F,0
810,32,11,103298.57236060842,1,1,1,40078.2621067291,France,F,0
417,52,14,52738.83506829275,1,1,1,62830.84402554148,France,F,1
609,32,14,83834.45269656346,1,1,1,66404.74260241848,Espagne,F,0
615,47,15,83889.47954109497,4,0,0,44004.39158906296,Espagne,H,1
398,33,3,2361.586627803721,4,0,1,81106.42342209305,Allemagne,F,0
360,62,1,4027.3606790473787,3,0,0,55796.944707445415,France,H,1
688,28,6,90111.9007156424,4,0,1,17428.20451322641,Espagne,F,0
729,39,3,56049.448450771,1,0,1,46550.46465970905,France,F,0
768,36,14,47478.894420629644,2,1,1,71190.71939096102,Espagne,H,0
651,26,9,68829.29589924132,1,1,1,58798.68523261622,Allemagne,F,0
685,33,0,20550.773670364615,3,1,0,62880.912263099985,Allemagne,H,1
321,28,7,42824.793933845795,3,0,0,34046.30516948734,Allemagne,H,1
825,71,3,113940.03185366109,2,0,0,68003.02519157836,Espagne,H,1
643,33,0,16087.535517994882,2,1,1,47697.75281727385,Espagne,H,0
610,47,7,40452.90338908642,2,1,1,27744.484680522095,France,F,0
356,24,11,64288.76232388447,2,1,0,54023.74692310683,Espagne,F,1
585,26,17,54274.026012037255,4,0,1,91014.23873269928,Espagne,F,0
623,71,0,95717.63780074914,2,0,1,27190.994193787898,France,F,0
482,38,9,77600.02752356525,3,0,1,32770.19622646528,Allemagne,F,0
363,50,11,99974.61678410195,1,0,0,63852.122821837875,Espagne,F,1
420,23,2,58529.10464950395,3,0,1,77953.34899463273,France,H,0
695,69,12,27950.25172597362,1,1,0,31457.03913987294,Espagne,H,1
475,54,3,7939.033227451393,3,1,1,57235.562084015975,Espagne,F,0
652,43,18,49651.17845445325,1,1,0,46665.933254174175,France,H,1
336,53,15,44057.14386072219,4,1,0,34581.42814296454,Espagne,F,1
572,49,11,56417.77430406538,1,1,0,76965.65607293007,France,H,1
720,49,8,29766.75340509465,2,0,1,44093.76633464761,France,F,0
315,54,16,23803.047466918288,2,0,1,78381.89865480442,Espagne,F,0
547,54,0,19511.6582670259,4,0,1,81155.35141637421,Allemagne,F,0
499,39,11,22411.9844197902,3,0,1,38448.38623358145,Espagne,F,0
715,43,2,65455.68629066772,2,0,0,62031.82787425654,France,H,0
360,57,8,61936.026668212595,3,1,1,46625.40540896526,France,F,0
421,53,14,46370.115697552676,2,1,1,71378.20412263408,Allemagne,H,0
340,41,4,46087.6536324296,3,0,0,74054.19127266489,Espagne,H,1
672,42,2,5311.688046782809,1,0,0,56689.191733494714,France,H,1
541,69,10,9260.839361861385,1,1,1,91554.0095344797,France,F,1
634,39,6,48398.20664738007,4,1,1,53807.85208935264,Allemagne,F,0
818,22,8,44734.72868277023,2,0,0,79037.15737499294,Allemagne,F,0
806,59,16,79446.70480353,4,0,0,54757.263624316445,Espagne,H,1
747,64,1,21430.460124558347,1,1,0,20846.61620718515,France,H,1
648,52,6,62128.824685167834,3,0,1,45011.91489501703,Allemagne,H,0
398,24,5,136874.4054605937,1,0,1,40379.45091767235,Allemagne,H,1
849,25,1,5790.361495549871,3,0,1,50536.393844197766,Espagne,H,0
758,51,5,73235.88352188902,3,1,1,64764.701856273954,Espagne,F,0
488,22,10,57778.63207258884,4,1,0,52485.55085296146,Espagne,H,1
593,71,15,30900.024106479013,4,0,0,74900.88355418363,France,H,1
741,22,5,21544.601793166097,1,0,0,59964.846249041366,Allemagne,H,1
644,70,14,48796.70226791016,2,1,0,44110.96260763424,Allemagne,H,1
330,53,0,53402.15008952923,2,1,0,48396.9805034825,France,F,1
387,57,6,80360.11597999772,1,1,1,86026.2186223639,France,H,1
590,49,12,98224.86222730784,4,0,0,65332.648150051486,France,H,0
742,42,9,89740.79502150902,3,1,1,45403.89949863571,France,H,0
693,74,15,43642.95976265536,1,0,1,21089.89352662801,Espagne,F,1
328,70,18,805.7785890204395,2,1,1,62670.14414813642,Allemagne,H,1
845,18,5,57135.9800854633,4,1,0,36951.55127176488,France,H,1
376,68,15,30264.013001281135,1,0,1,103729.2227759361,Allemagne,H,1
613,33,17,67068.58577650468,3,0,0,68891.64818382972,Espagne,F,1
535,71,8,104773.2255940854,3,1,1,84390.58956786395,Allemagne,F,0
645,19,3,10816.456268508293,1,0,1,20244.73344750749,Espagne,F,0
665,56,8,49988.28897843588,1,1,1,70957.02660382431,France,H,0
725,60,9,75075.85329827572,2,1,1,81238.42082161683,Allemagne,F,0
450,73,18,99373.5137333034,3,1,0,79788.82249453767,Espagne,F,1
477,25,1,64381.15590459847,2,1,0,36833.16297012454,France,F,1
732,27,18,67868.41875912219,4,0,1,58972.20900794543,Allemagne,H,0
377,73,15,36599.02145142088,1,0,0,70260.57487953508,Espagne,F,1
733,73,15,68845.19432763862,4,1,1,53699.91670735192,Espagne,H,0
701,44,8,54983.27674472876,2,1,1,56080.64697029134,Espagne,F,0
786,57,1,120010.41285395305,4,1,1,59951.16271020734,Allemagne,H,0
543,46,5,50477.82001411464,3,0,1,28979.83306610761,Allemagne,H,0
695,57,16,69042.99551971146,1,0,0,85947.55140532782,Allemagne,F,1
378,48,12,61157.037146349474,1,1,0,66085.54993363582,Espagne,F,1
589,56,1,7748.074835746331,3,0,0,45898.9797166773,Allemagne,F,1
438,32,15,78036.3898496605,1,1,0,54172.39484817035,France,H,1
616,67,9,92789.90175642136,2,1,0,62911.32629170507,Espagne,F,1
697,59,10,25818.29090602928,2,0,1,89944.07144577967,France,H,0
575,64,0,67234.42700175992,1,0,1,17148.954380330542,France,F,1
603,73,8,84655.7667518956,3,0,1,47374.59525783271,Allemagne,F,0
620,33,6,51309.14419591343,3,1,1,10580.008885970296,Espagne,H,0
417,35,1,39474.79921266739,4,0,1,70506.58524971297,Allemagne,H,1
569,37,14,61471.502971926515,2,1,0,37388.71457536526,France,F,1
422,73,0,83939.47876872419,3,1,1,13067.615059436685,Espagne,H,1
596,32,18,96576.39494431009,4,1,0,70662.23625664804,France,H,1
710,69,19,59264.322656061115,4,1,1,63033.27856884235,France,F,0
541,34,19,35083.578176059804,1,0,0,29933.01087711804,Espagne,H,1
724,69,9,83659.47699993357,4,1,0,69309.94645466623,France,H,1
550,30,11,18622.86605695838,2,1,0,38526.2060560058,Espagne,F,0
377,59,1,70601.90161256302,3,1,0,59740.09965389481,France,F,1
776,36,1,61125.064196997715,3,1,1,53855.11315869146,Espagne,F,0
412,60,19,41842.10159227987,1,0,0,56622.57941112661,Allemagne,H,1
364,37,3,85020.50103887504,3,1,1,73009.41272830311,France,F,0
441,46,0,8302.742547104805,2,0,1,37121.31619120482,France,F,1
654,35,9,28707.72932628787,1,1,1,99467.60811573052,Espagne,H,0
422,50,15,64464.27865187043,1,0,0,43232.56700957381,France,H,1
839,34,17,19493.908728621995,2,0,1,89525.87108792637,France,F,0
649,33,9,81543.11894005437,2,0,0,50116.73322037458,Allemagne,F,0
376,18,15,105968.17749337998,3,1,1,74812.13296895145,France,F,0
444,32,14,85014.90341624996,4,1,0,29070.371564062876,France,H,1
843,50,4,138889.24398973564,2,0,0,50099.98535953142,France,H,1
605,65,1,57576.30573416709,2,0,0,20417.18875797896,Espagne,H,1
783,43,5,64524.78431822223,1,0,1,97118.97743201937,France,F,0
588,21,19,51291.36494787866,4,1,0,79920.69928256713,Espagne,F,1
399,32,3,57536.74068430389,1,1,1,46988.93220049302,France,F,1
636,48,3,83258.00819066002,2,0,0,39207.58689580574,France,H,0
402,38,16,73276.35114251944,1,1,0,43493.775652379656,Allemagne,F,1
797,35,4,51177.30887176162,4,0,0,94412.97880728995,Espagne,F,0
511,44,4,38330.30825606161,4,0,0,25704.419150556245,Espagne,H,1
367,26,7,52488.75924331226,3,0,0,49076.01833832944,Allemagne,F,1
362,62,3,108046.48669672942,2,1,1,95309.70350866398,France,H,1
548,51,18,108554.11849620365,2,1,1,48892.86112443104,France,F,0
542,19,17,58036.48316234337,3,1,1,59557.838686838695,France,H,0
419,61,17,68076.6887009537,2,1,1,29397.92471699366,France,H,1
598,22,10,76502.75828626053,3,0,0,42557.20366188572,Allemagne,H,1
754,70,16,42251.43156609856,4,0,0,97386.02969806158,France,F,1
537,63,3,42310.992921278565,2,1,0,62774.918814186174,France,F,1
776,23,8,75780.0560369861,4,1,1,64852.29418641591,France,F,0
573,71,7,121271.40639527376,4,1,1,21149.607473476033,Espagne,F,0
593,34,1,50443.056128991055,3,1,0,52663.90531928649,Allemagne,H,1
377,62,19,17441.17734384897,3,0,0,40970.778164208066,France,H,1
659,40,12,8208.23594594081,3,1,1,41565.94522678916,France,H,0
529,70,10,56041.86426318309,2,1,0,57237.93859609308,France,F,1
779,45,10,45154.624740500374,4,1,0,38943.21444424543,France,F,0
596,44,9,62861.71431103654,4,0,0,56277.07257449408,Allemagne,F,1
753,31,2,63851.50151339038,1,1,1,60617.916307879044,Espagne,H,0
426,22,2,57566.026220409025,3,0,0,62790.073996436135,Espagne,H,1
309,70,6,96379.82861580532,1,1,1,51780.44833541012,France,H,1
391,33,15,27601.21937480947,3,0,0,60142.48037686968,Espagne,H,1
572,65,8,72778.55388514945,3,0,0,44731.06979737549,Allemagne,H,1
757,48,10,85289.2898066908,4,0,0,62533.24273460413,Espagne,H,1
698,69,14,48558.07162883658,4,0,1,63417.472548409976,France,H,0
410,63,0,19362.96578722437,3,0,1,72566.83018270295,France,H,1
822,20,5,112561.33026956608,1,0,1,48617.40175510018,Espagne,H,0
628,22,16,51902.78619906853,1,0,1,40351.836082120135,France,H,0
366,64,0,64402.101504026854,2,0,1,64114.79493223018,France,H,1
599,63,5,7539.248428800478,3,1,0,42926.31063003217,France,H,1
613,43,3,92978.62236064556,2,1,1,28306.6207259164,France,H,0
539,74,2,66117.40276274871,4,1,1,64186.336176002405,France,H,0
477,66,6,33451.01776436634,3,0,0,82505.50362646916,Espagne,F,1
602,24,11,82475.13324639997,1,0,0,42166.83680920691,France,F,1
506,30,0,9227.369549238596,3,0,1,26885.91561675354,Allemagne,F,0
780,33,14,48309.83484181835,3,0,1,54233.12950354656,France,H,0
393,33,10,97464.12645621147,4,1,1,42110.52935401049,Allemagne,H,0
748,72,0,80851.11368395516,1,0,1,38677.83193429661,Espagne,F,1
462,26,11,32987.124371964266,4,0,0,78690.6149854557,Allemagne,F,1
395,35,9,94271.69515410252,1,0,1,43901.04858917719,Allemagne,F,1
558,56,17,74814.71872906518,1,0,0,50363.877249975005,Allemagne,H,1
727,43,1,13273.227678486539,3,1,1,28939.9907103985,Allemagne,H,0
320,50,15,87649.92598717577,2,0,1,71317.03452702102,France,F,0
719,36,15,72504.04870991268,3,0,0,21964.539082157025,Espagne,F,0
447,35,7,70505.14773423255,4,0,0,91455.9038475265,France,F,1
326,41,7,47686.428467871265,4,1,0,6603.10391179625,Allemagne,H,1
521,42,14,83543.17425250565,4,1,0,78879.588530269,Espagne,F,1
639,30,15,46693.320550027616,1,0,0,35096.425724088316,France,F,1
522,24,17,53980.8083475131,2,0,0,56338.474557426554,France,F,0
365,58,4,118522.35717379954,2,1,0,62826.87462486664,France,H,1
584,42,12,66299.71372284944,3,1,1,49424.465531072834,Allemagne,F,0
676,35,14,82745.76791863685,1,0,1,62459.59069633641,Espagne,F,0
519,47,13,75289.84826417897,2,1,0,19703.050212126203,Allemagne,F,1
693,52,12,41197.65806613615,2,0,0,41148.08653051194,Allemagne,H,0
768,46,7,64968.10199100841,4,1,0,32970.547102761055,Espagne,H,1
376,51,16,63880.77202210171,4,1,1,58969.121512404985,Espagne,F,0
392,32,16,105573.28486298714,1,1,0,27666.21937611747,Allemagne,H,1
438,73,3,90168.9622731401,2,0,0,105708.36860949389,France,F,1
667,62,15,83633.38308872646,3,0,1,51660.94395119437,France,F,0
837,42,1,89962.45547184911,4,1,1,73840.30811799793,France,H,0
539,24,1,65630.37442189908,2,1,1,51763.812524916466,France,F,0
431,73,15,80843.5551032786,2,1,1,35971.27390334147,Allemagne,F,1
754,42,8,54910.0366576224,2,1,1,26099.886092197667,Allemagne,H,0
819,74,14,24183.281371729732,4,1,0,69248.15535064814,Allemagne,F,1
672,24,9,34163.485535364794,1,0,1,48568.24723494759,Allemagne,F,0
467,18,7,103494.2200525014,1,1,0,34632.28384269768,Espagne,H,1
615,53,19,68038.6960288514,3,1,1,42633.855218796874,Allemagne,H,0
316,35,18,19553.284924930493,3,0,0,75152.95062788264,Allemagne,H,1
818,61,3,8778.398158069496,2,1,0,99658.97734508445,France,F,1
589,20,14,96246.5357874677,4,0,1,83239.86569241232,France,H,0
510,71,8,6375.058117153021,1,0,0,34172.09943224992,Espagne,F,1
756,26,11,21512.071069992562,1,0,0,46292.05777798628,France,F,1
565,61,2,78595.43239884025,4,1,1,20355.484468324597,France,H,0
311,54,3,74327.08655578487,3,1,1,66473.47380336365,France,F,0
558,32,11,110382.27909282621,2,1,1,68735.2123924635,Allemagne,H,0
665,54,6,107798.56501157608,4,0,0,82302.2488517551,France,F,0
318,62,1,93112.81977381202,1,0,1,29640.792018986427,Espagne,F,1
377,73,3,52530.78998790574,3,0,1,47220.59898381816,France,H,1
595,67,16,54629.110948701935,4,1,0,65361.11448486338,Espagne,F,1
800,46,12,25608.62070235746,3,1,0,37593.7290621651,France,F,0
611,18,3,31868.84466680357,1,0,0,79145.89606418204,Espagne,F,1
712,68,13,41561.93975224413,2,0,0,57630.225841666106,Allemagne,F,1
771,31,0,1458.8246865947222,3,0,0,85745.75065854192,France,F,1
597,58,19,9353.513514425555,1,1,1,93400.59186055599,Espagne,F,0
510,70,1,100924.73871490147,2,0,1,43027.7511103548,France,F,0
483,67,5,40099.81484042702,3,1,1,59913.693748733655,Allemagne,H,1
597,46,6,47191.1945187955,2,0,1,49819.958773797815,Allemagne,F,0
466,60,9,42775.053086969194,3,0,1,65124.415729112,France,H,0
522,71,11,66604.66001825509,3,0,1,51989.2290939135,Espagne,F,0
640,26,18,65092.395202543805,4,0,0,32232.923432215415,Allemagne,F,1
722,39,10,541.1081104106343,1,0,1,75773.43912396321,France,H,0
361,45,15,97852.59841748119,4,0,0,55315.17397126791,France,F,1
315,62,1,48435.03083383448,3,0,0,50998.24852481593,France,H,1
642,51,19,52487.7775669094,2,1,0,71402.49920420506,Allemagne,F,0
721,73,10,49648.08818129294,4,0,1,53211.9619346692,Espagne,H,0
772,57,13,63704.614076787,1,0,1,47599.895716725536,Espagne,H,0
661,22,1,71350.82407666915,1,1,1,90227.86681198404,France,F,0
624,57,7,91069.11599067607,2,0,1,54164.79982040269,Allemagne,F,0
456,37,8,105896.3424392879,1,1,1,59267.119435598805,Espagne,F,1
722,60,13,51459.27989222565,4,1,0,18768.08102319923,France,F,1
349,60,9,65347.71067918732,3,0,0,51506.4623889554,Allemagne,H,1
401,68,3,99843.1297974404,1,1,0,91574.2641868655,Allemagne,H,1
554,33,3,7804.579033435111,3,1,1,65474.45001463819,France,H,0
738,26,19,98941.72664817856,3,1,1,53861.74631008881,France,F,0
